index,s1,s2,s3,s4,s5
328,65,61,62,67,64
329,66,64,62,61,60
330,62,68,62,67,65
331,64,60,64,63,61
332,62,61,67,65,63
333,63,62,64,63,64
334,68,63,62,65,61
335,66,66,66,66,68
336,64,68,65,68,62
337,66,61,63,61,60
338,67,62,62,65,64
339,68,68,63,60,66
340,67,66,61,63,61
341,63,65,67,65,67
342,63,60,67,61,64
343,65,61,68,68,62
344,67,66,66,67,66
345,65,67,65,67,61
346,61,66,62,67,68
347,65,66,63,61,66
348,67,66,60,63,61
349,67,60,67,61,64
350,68,60,65,65,66
351,63,64,60,67,64
352,60,60,61,67,68
353,62,61,64,61,60
354,63,65,61,65,64
355,63,68,62,68,60
356,64,67,67,64,63
357,68,63,62,61,61
358,63,67,65,65,67
359,65,60,66,63,64
360,62,68,61,64,66
361,64,66,67,65,66
362,60,60,63,66,64
363,66,64,67,64,65
364,65,65,67,66,66
365,64,64,61,68,61
366,63,66,62,63,68
367,65,63,62,66,61
368,64,67,60,67,61
369,68,64,68,60,64
370,68,60,60,60,61
371,60,61,63,65,68
372,63,62,68,62,61
373,65,67,67,65,60
374,63,61,63,67,60
375,64,64,61,63,61
376,62,64,66,66,64
377,65,65,66,67,67
378,60,60,66,63,60
379,65,66,63,62,65
380,60,62,68,64,68
381,65,67,66,60,67
382,66,61,67,60,60
383,67,66,64,66,61
384,65,60,68,65,62
385,66,67,61,67,67
386,62,68,60,66,67
387,61,65,62,64,66
388,63,64,60,67,64
389,68,64,61,60,64
390,63,63,64,66,64
391,66,65,60,67,60
392,62,64,68,63,64
393,66,67,63,65,65
394,62,64,60,62,65
395,66,62,66,62,66
396,61,67,63,68,67
397,64,64,64,66,62
398,60,67,65,68,68
399,67,67,62,68,66
400,60,64,68,62,63
401,61,64,66,64,60
402,61,62,63,62,63
403,64,60,68,63,68
404,63,66,63,64,65
405,65,65,63,65,67
406,67,66,62,65,67
407,60,67,65,67,63
408,66,62,67,68,67
409,66,66,65,68,61
410,61,62,61,62,60
411,66,66,61,62,68
412,64,67,67,68,68
413,62,61,68,65,61
414,63,68,63,67,67
415,68,67,63,61,63
416,60,61,60,61,64
417,62,62,62,61,60
418,61,63,61,64,66
419,64,62,66,62,65
420,68,60,62,66,65
421,67,61,68,64,61
422,66,65,63,62,60
423,65,64,67,64,68
424,68,65,68,64,68
425,67,61,61,66,63
426,62,60,61,60,63
427,67,61,68,66,62
428,60,65,61,65,63
429,64,61,60,67,64
430,63,60,65,68,64
431,64,66,62,60,64
432,67,63,62,62,60
433,64,61,60,65,64
434,65,68,61,66,68
435,65,67,63,67,62
436,65,67,63,68,68
437,62,61,62,60,66
438,68,68,67,64,68
439,66,68,60,66,60
440,66,64,62,66,68
441,64,66,62,68,68
442,61,64,66,67,60
443,65,63,67,62,64
444,62,62,63,65,67
445,67,63,68,65,62
446,68,61,62,63,63
447,66,64,67,60,64
448,65,67,64,62,64
449,68,61,65,64,63
450,62,65,61,66,66
451,66,67,60,64,61
452,62,60,64,62,68
453,63,66,62,66,62
454,63,63,64,60,64
455,63,68,63,62,62
456,62,65,63,68,63
457,66,62,66,66,63
458,60,66,64,60,60
459,60,63,67,65,60
460,68,65,66,64,68
461,63,63,66,66,67
462,66,68,62,68,64
463,67,61,68,60,65
464,62,64,61,61,65
465,61,68,66,60,65
466,60,62,67,62,63
467,67,66,67,66,63
468,60,62,61,66,65
469,63,67,60,67,62
470,62,62,60,60,64
471,67,63,67,66,62
472,65,64,67,65,68
473,66,63,68,63,61
474,67,60,63,61,63
475,68,60,67,61,60
476,68,64,62,66,66
477,60,64,61,63,65
478,64,61,62,60,68
479,60,65,66,60,67
480,67,61,68,64,63
481,61,64,66,60,65
482,62,68,60,65,64
483,67,61,65,62,62
484,68,65,62,66,65
485,66,60,66,60,61
486,65,61,66,64,67
487,62,64,65,63,64
488,62,61,61,65,63
489,64,65,66,64,61
490,60,66,66,63,60
491,64,68,61,67,60
492,68,61,68,61,65
493,67,61,61,67,67
494,68,68,66,68,63
495,67,67,60,66,60
496,60,63,64,64,63
497,63,60,67,68,65
498,68,66,62,61,67
499,63,68,62,67,60
500,64,61,63,66,61
501,65,67,60,63,66
502,66,65,62,65,64
503,66,68,67,63,64
504,60,60,66,68,62
505,68,65,60,65,67
506,64,62,64,64,62
507,62,63,64,61,62
508,65,64,61,64,62
509,60,64,63,67,61
510,63,60,64,60,64
511,63,64,62,63,63
512,61,63,61,62,68
513,63,61,67,61,61
514,62,63,61,61,63
515,63,61,65,61,63
516,66,64,65,68,64
517,67,66,60,61,60
518,68,63,66,64,65
519,62,61,61,63,64
520,61,68,65,64,65
521,66,67,65,65,61
522,60,62,64,63,60
523,64,67,63,62,60
524,67,67,60,60,63
525,62,60,64,67,65
526,64,66,65,62,68
527,67,66,64,62,61
528,61,61,61,60,66
529,66,60,60,64,61
530,67,61,67,68,67
531,60,68,61,61,60
532,60,67,64,65,64
533,67,66,65,62,67
534,61,67,67,67,63
535,67,65,68,66,68
536,65,61,62,68,64
537,61,64,62,63,63
538,65,64,62,67,65
539,67,66,62,66,68
540,61,68,68,63,67
541,60,67,63,66,65
542,63,60,64,61,67
543,68,68,63,60,68
544,66,67,60,67,62
545,67,65,63,63,62
546,62,61,63,64,66
547,67,62,67,61,65
548,64,65,62,61,67
549,67,61,63,67,68
550,63,65,64,67,63
551,65,62,61,68,62
552,66,63,65,64,60
553,65,67,68,61,61
554,61,63,63,68,64
555,63,61,61,60,62
556,63,63,60,62,66
557,64,61,64,62,61
558,61,66,67,61,60
559,60,67,64,61,65
560,60,65,66,63,65
561,66,68,64,64,68
562,68,60,65,64,61
563,66,60,68,60,62
564,67,65,68,66,63
565,67,66,65,68,64
566,62,64,65,65,60
567,66,61,61,61,65
568,65,60,60,65,63
569,60,67,61,67,60
570,66,68,67,64,64
571,65,66,66,65,68
572,61,68,63,60,61
573,61,67,61,61,61
574,65,66,68,66,68
575,63,66,68,66,62
576,63,66,60,62,61
577,67,65,67,65,63
578,63,68,68,62,61
579,67,60,62,68,63
580,62,61,63,65,63
581,60,63,68,62,63
582,68,67,67,61,60
583,67,64,68,63,66
584,63,66,60,66,66
585,61,60,68,61,60
586,64,66,62,65,67
587,61,64,63,62,64
588,68,62,60,68,62
589,65,61,65,62,63
590,67,60,61,64,62
591,64,66,60,67,62
592,68,61,63,68,67
593,60,60,62,64,62
594,64,60,64,62,63
595,68,67,60,67,62
596,61,65,67,67,64
597,68,64,68,66,68
598,68,62,61,66,64
599,61,67,66,61,62
600,63,60,64,68,65
601,62,67,68,65,64
602,60,64,68,67,60
603,67,67,66,68,65
604,67,64,60,68,61
605,63,66,63,62,67
606,68,60,66,64,62
607,67,68,67,64,65
608,65,65,66,62,63
609,61,61,65,65,64
610,67,67,61,60,65
611,60,63,66,63,60
612,60,60,64,64,67
613,62,68,60,62,67
614,64,65,65,60,65
615,68,66,61,64,63
616,67,60,60,64,64
617,63,60,66,62,63
618,61,68,68,67,68
619,60,67,65,65,67
620,64,61,61,60,67
621,68,64,60,61,61
622,63,60,68,63,63
623,67,68,60,68,66
624,63,63,60,63,62
625,60,65,65,62,67
626,61,62,61,60,68
627,66,64,64,62,67
628,67,66,64,67,62
629,65,67,63,60,60
630,68,66,62,66,68
631,62,66,61,63,60
632,61,64,60,62,61
633,68,65,60,61,63
634,66,66,66,62,66
635,65,61,61,65,61
636,66,66,67,60,68
637,64,61,65,62,68
638,66,60,66,66,63
639,65,66,64,65,61
640,62,68,67,66,61
641,67,64,62,64,60
642,61,61,65,60,67
643,60,68,68,61,63
644,66,61,64,65,64
645,63,62,68,62,61
646,65,63,61,64,62
647,64,60,67,65,67
648,62,67,60,65,66
649,60,60,62,61,64
650,66,68,60,63,64
651,65,67,64,67,66
652,67,64,63,62,65
653,60,68,60,65,61
654,67,68,65,66,66
655,60,64,68,61,67
656,61,68,65,63,63
657,66,61,67,62,62
658,68,67,67,68,60
659,62,65,66,62,62
660,68,61,65,64,63
661,61,62,64,61,68
662,60,63,68,60,66
663,60,60,67,62,64
664,64,61,66,61,60
665,60,60,63,60,67
666,67,60,62,67,64
667,61,60,63,64,62
668,62,62,66,68,61
669,65,62,66,62,68
670,66,63,67,63,64
671,63,62,63,63,64
672,64,64,61,68,67
673,68,63,64,68,66
674,66,60,65,64,63
675,63,63,61,61,65
676,66,61,67,60,66
677,64,64,66,68,63
678,67,67,61,62,62
679,63,61,61,60,67
680,62,64,65,64,61
681,61,61,62,66,64
682,62,64,68,65,67
683,60,62,64,63,67
684,63,60,63,62,65
685,62,66,63,62,68
686,67,66,67,62,61
687,66,68,60,63,64
688,60,65,66,66,68
689,64,67,61,64,68
690,61,64,67,64,64
691,61,63,62,67,63
692,64,63,60,68,66
693,63,64,68,65,62
694,62,68,67,61,61
695,67,65,65,60,67
696,60,67,63,66,66
697,62,63,66,66,60
698,62,65,66,64,63
699,61,67,64,68,68
700,68,60,68,62,64
701,68,62,63,66,64
702,67,63,62,63,63
703,62,62,60,62,68
704,62,62,63,68,60
705,68,68,67,68,67
706,66,65,66,66,67
707,63,68,60,63,60
708,60,66,64,64,63
709,60,67,63,68,64
710,68,68,67,61,61
711,63,67,64,60,67
712,63,68,67,67,64
713,68,65,66,67,65
714,65,64,66,62,64
715,62,60,68,66,63
716,65,65,63,61,61
717,64,60,60,62,63
718,61,61,68,66,67
719,67,62,62,64,66
720,64,61,66,62,68
721,62,63,65,64,68
722,61,66,68,60,61
723,64,63,63,67,61
724,64,66,63,61,61
725,68,65,67,63,64
726,66,60,60,68,65
727,68,64,65,63,68
728,66,66,67,65,61
729,66,65,67,65,60
730,67,66,68,65,60
731,60,63,62,65,64
732,60,62,66,63,68
733,63,65,64,66,68
734,60,62,67,63,62
735,63,65,66,65,65
736,61,64,68,64,62
737,68,65,62,62,66
738,65,63,63,68,61
739,65,68,64,67,62
740,66,67,68,67,60
741,65,63,66,67,63
742,64,60,62,62,67
743,62,66,68,65,62
744,63,64,63,65,67
745,67,63,65,67,65
746,67,64,65,66,65
747,65,65,68,65,64
748,68,64,68,60,68
749,63,61,68,63,66
750,67,64,61,62,67
751,64,68,63,65,62
752,62,66,63,62,61
753,60,67,62,67,64
754,60,61,63,62,68
755,60,67,61,62,67
756,63,65,64,68,68
757,67,63,66,64,61
758,67,62,60,62,67
759,68,62,67,62,60
760,67,68,63,60,65
761,65,62,60,62,67
762,61,61,63,66,66
763,66,67,68,63,66
764,66,67,68,60,62
765,61,67,62,68,64
766,60,60,63,67,62
767,65,60,65,60,63
768,67,64,65,68,62
769,61,61,63,63,61
770,66,68,60,60,67
771,62,62,64,66,63
772,61,65,65,67,63
773,66,68,60,64,67
774,64,63,62,61,68
775,60,60,65,63,60
776,62,66,63,63,63
777,61,63,65,65,68
778,67,63,61,60,64
779,60,64,64,68,60
780,68,60,61,65,64
781,68,63,64,67,63
782,61,60,60,66,67
783,67,68,67,65,68
784,64,66,65,64,62
785,67,67,68,62,68
786,67,63,65,66,62
787,66,63,68,64,65
788,64,60,65,62,63
789,65,62,67,63,64
790,60,62,60,64,68
791,60,61,62,64,64
792,63,62,62,60,63
793,64,63,66,62,61
794,67,62,60,62,63
795,68,64,63,60,65
796,62,63,68,66,63
797,67,67,61,66,66
798,63,67,68,63,61
799,68,66,63,67,66
800,64,62,65,67,66
801,60,62,64,66,66
802,62,63,60,62,62
803,63,65,62,65,67
804,65,68,68,62,68
805,68,60,60,63,68
806,65,61,63,62,66
807,67,67,61,67,63
808,64,62,62,65,65
809,66,68,65,63,60
810,68,60,67,67,62
811,60,65,66,64,65
812,61,65,62,65,65
813,66,60,63,64,65
814,64,60,65,66,67
815,68,64,65,65,62
816,67,62,63,60,66
817,64,66,60,61,67
818,68,64,67,61,63
819,61,67,66,68,66
820,64,63,63,67,66
821,65,64,65,61,68
822,65,61,68,67,67
823,64,60,60,62,68
824,66,61,65,68,61
825,67,67,61,67,68
826,66,62,65,66,68
827,63,64,60,60,67
828,64,64,66,60,63
829,68,62,65,60,64
830,63,65,64,60,64
831,62,66,66,66,64
832,65,60,60,66,60
833,60,68,66,67,68
834,61,66,67,66,63
835,60,65,67,64,64
836,65,63,60,62,66
837,60,68,63,60,61
838,60,66,62,66,60
839,68,67,65,67,63
840,64,63,65,68,64
841,62,68,66,62,68
842,65,60,68,65,63
843,68,62,65,61,61
844,61,67,62,63,64
845,64,68,60,67,61
846,61,67,68,64,65
847,68,67,62,68,60
848,66,63,61,60,62
849,63,66,61,63,65
850,62,62,63,64,61
851,68,60,62,61,63
852,60,62,67,66,68
853,68,66,64,60,68
854,63,63,65,62,63
855,60,64,61,61,68
856,64,61,61,67,61
857,60,64,65,60,64
858,64,67,68,65,65
859,61,63,62,62,64
860,67,63,63,63,62
861,68,64,68,63,63
862,64,67,68,61,62
863,66,68,62,68,62
864,68,65,61,64,66
865,61,60,62,61,60
866,65,66,61,67,61
867,62,66,67,60,60
868,66,65,65,61,67
869,65,60,60,63,63
870,68,68,61,63,62
871,68,67,68,67,67
872,65,62,66,66,60
873,63,62,62,63,62
874,65,67,61,63,62
875,64,66,60,68,67
876,67,65,63,68,64
877,68,65,67,65,68
878,66,61,65,66,64
879,60,63,68,66,62
880,61,66,65,63,67
881,64,65,64,68,68
882,63,60,66,64,60
883,63,61,64,62,67
884,63,61,61,66,64
885,63,61,62,61,67
886,67,63,66,61,64
887,65,65,63,61,60
888,63,63,62,66,66
889,62,62,66,61,67
890,62,62,60,66,62
891,68,64,67,68,67
892,68,63,66,68,65
893,66,67,68,62,65
894,68,63,68,60,63
895,65,65,66,62,66
896,61,60,68,62,64
897,67,67,61,68,65
898,65,68,66,68,64
899,65,66,68,63,66
900,68,60,62,63,64
901,67,64,63,65,61
902,67,64,68,63,60
903,61,64,62,68,68
904,63,65,65,61,66
905,63,68,65,60,60
906,62,65,67,62,64
907,67,61,64,66,62
908,67,68,67,64,63
909,60,65,64,67,60
910,68,60,62,61,66
911,62,62,68,63,62
912,60,66,62,64,63
913,66,63,62,62,64
914,60,66,64,67,65
915,64,61,61,61,67
916,61,66,60,61,65
917,60,63,67,62,67
918,61,68,66,63,65
919,60,67,66,68,62
920,66,63,68,63,64
921,62,68,60,67,68
922,66,65,65,62,60
923,68,62,64,64,62
924,68,62,66,60,61
925,63,68,63,66,61
926,63,67,68,64,67
927,66,62,67,62,62
928,61,60,63,64,67
929,62,65,61,68,60
930,62,65,60,62,60
931,63,64,68,64,61
932,64,65,66,61,61
933,68,67,68,66,67
934,60,64,64,60,66
935,63,62,68,64,66
936,61,67,68,64,63
937,68,61,66,65,68
938,65,67,61,63,62
939,64,62,65,60,67
940,60,61,60,67,65
941,61,63,60,67,61
942,67,64,63,64,66
943,61,60,62,67,62
944,65,62,66,66,65
945,61,62,62,60,61
946,64,62,60,66,62
947,63,61,65,68,63
948,68,66,65,67,60
949,66,67,62,62,60
950,64,65,63,61,65
951,64,60,60,62,61
952,61,66,61,63,62
953,62,62,60,61,64
954,62,60,68,62,67
955,68,66,66,64,62
956,60,61,65,62,63
957,60,61,61,67,68
958,68,64,67,68,68
959,60,66,68,68,64
960,63,66,62,64,60
961,63,62,65,63,68
962,62,64,63,61,60
963,61,61,66,65,64
964,68,64,68,64,66
965,66,67,65,68,60
966,66,67,60,60,65
967,68,61,64,63,60
968,67,64,62,63,61
969,68,66,63,66,63
970,68,67,65,63,66
971,66,68,64,61,65
972,63,68,65,67,62
973,61,68,63,66,66
974,61,65,67,63,67
975,66,68,66,67,68
976,64,66,61,60,60
977,68,64,63,60,64
978,65,65,67,62,67
979,66,61,64,67,62
980,68,66,65,65,61
981,66,65,60,66,60
982,60,63,65,65,65
983,65,65,61,60,68
984,63,67,68,67,65
985,63,68,62,63,64
986,61,60,60,62,67
987,65,61,63,64,60
988,60,61,62,63,68
989,67,67,68,63,65
990,66,64,61,62,65
991,64,62,66,66,66
992,66,65,67,61,61
993,66,68,61,64,68
994,67,67,60,60,61
995,62,61,68,65,60
996,60,61,68,65,64
997,68,62,65,63,61
998,64,65,67,65,65
999,60,61,61,63,63
0,51,57,55,52,52
1,51,51,56,55,53
2,55,58,57,51,52
3,50,50,55,52,55
4,52,52,53,54,50
5,52,55,57,58,58
6,53,55,55,58,56
7,53,51,51,58,57
8,53,53,52,51,56
9,53,51,56,55,52
10,53,51,57,53,57
11,55,51,52,52,50
12,58,50,53,57,57
13,57,57,56,51,56
14,50,53,58,54,57
15,58,51,54,53,58
16,56,58,53,55,53
17,56,57,52,53,53
18,51,57,51,56,53
19,57,57,50,55,51
20,50,56,58,52,52
21,58,55,56,55,50
22,57,57,56,54,58
23,50,54,52,55,54
24,51,57,52,52,53
25,54,53,55,58,58
26,56,53,58,56,51
27,50,50,58,50,52
28,57,54,56,53,51
29,56,52,51,51,57
30,58,50,56,50,53
31,50,58,52,54,54
32,58,52,51,50,55
33,55,58,51,50,57
34,53,55,56,54,50
35,58,55,58,56,54
36,57,58,55,53,58
37,52,57,56,52,55
38,57,54,58,50,52
39,57,51,51,58,51
40,55,57,56,58,54
41,50,58,52,55,57
42,51,50,54,50,52
43,57,53,57,50,56
44,53,56,55,51,50
45,53,55,55,53,54
46,52,57,57,51,50
47,51,57,54,58,55
48,58,58,56,57,58
49,57,51,57,54,51
50,57,55,53,58,50
51,55,52,51,53,50
52,56,55,58,58,52
53,57,55,54,52,55
54,57,52,54,55,50
55,53,53,50,55,52
56,56,50,54,55,57
57,50,54,53,54,50
58,56,54,55,52,53
59,57,56,52,55,52
60,52,53,52,53,52
61,50,56,58,53,52
62,55,52,58,56,53
63,55,52,56,52,50
64,52,58,55,55,56
65,53,53,53,51,57
66,55,56,52,58,50
67,55,57,57,55,58
68,54,53,53,51,50
69,55,54,52,55,56
70,54,53,58,58,53
71,52,52,54,50,50
72,58,51,56,55,52
73,51,55,57,58,58
74,50,58,58,52,51
75,53,50,57,56,56
76,54,52,55,55,50
77,54,51,55,52,54
78,53,55,57,50,50
79,58,55,53,58,56
80,55,57,57,58,55
81,53,55,58,53,58
82,55,54,55,52,58
83,52,55,56,54,57
84,58,51,54,54,52
85,53,55,50,51,57
86,58,53,57,50,50
87,53,57,50,50,58
88,52,57,56,52,54
89,58,57,57,51,52
90,57,55,55,58,57
91,50,51,56,58,53
92,51,51,52,55,53
93,55,58,51,53,50
94,52,52,57,50,55
95,50,50,56,58,53
96,53,58,50,56,50
97,57,55,51,57,57
98,52,55,51,56,52
99,51,55,53,55,58
100,58,50,52,54,57
101,54,53,51,51,56
102,54,52,57,57,52
103,53,55,55,52,50
104,51,53,55,57,54
105,52,56,57,55,56
106,56,52,54,53,57
107,56,58,58,50,57
108,56,51,51,52,56
109,52,52,50,58,57
110,58,52,58,54,51
111,55,52,50,53,51
112,55,50,53,51,53
113,50,50,52,55,58
114,52,52,55,52,50
115,54,55,53,54,50
116,50,57,56,55,55
117,54,51,54,56,51
118,52,53,50,53,58
119,54,50,52,50,51
120,51,50,53,50,50
121,51,52,58,52,57
122,50,51,57,54,51
123,52,58,50,52,56
124,56,55,56,52,52
125,52,53,54,51,56
126,50,55,53,53,55
127,54,56,57,56,53
128,51,52,50,56,51
129,52,50,50,50,52
130,57,52,51,50,56
131,53,50,54,55,53
132,57,52,57,51,51
133,51,57,56,55,56
134,50,58,56,55,57
135,51,54,58,57,58
136,50,58,51,58,56
137,51,50,53,58,57
138,52,54,55,54,58
139,50,54,50,55,58
140,53,57,53,52,50
141,50,55,52,54,55
142,57,54,56,56,57
143,58,55,53,52,56
144,53,53,51,50,50
145,50,53,56,56,55
146,58,56,55,54,50
147,56,51,53,53,58
148,54,57,56,54,53
149,53,58,56,51,52
150,56,55,51,51,52
151,58,58,52,55,56
152,51,55,58,56,56
153,53,57,53,55,57
154,55,53,54,52,50
155,51,56,57,50,55
156,55,58,50,57,50
157,55,55,58,50,54
158,52,58,55,57,58
159,57,50,53,55,53
160,56,56,55,56,52
161,53,53,58,56,57
162,54,57,57,55,56
163,55,53,53,50,53
164,56,50,57,58,57
165,56,55,57,58,55
166,56,52,58,54,57
167,57,53,57,56,58
168,56,58,52,58,50
169,56,54,55,50,52
170,57,57,55,58,56
171,51,56,51,51,52
172,58,54,58,56,56
173,57,56,53,56,53
174,50,56,55,50,54
175,51,55,57,51,57
176,50,56,58,50,57
177,56,51,53,57,53
178,57,58,54,53,54
179,51,55,53,55,53
180,58,55,50,57,55
181,54,58,51,57,51
182,52,57,55,58,57
183,57,57,53,56,56
184,53,52,52,50,58
185,51,51,50,52,56
186,58,57,51,52,52
187,52,58,55,52,55
188,58,58,54,51,50
189,58,50,55,53,56
190,52,56,53,57,57
191,54,57,58,54,54
192,58,52,58,51,57
193,55,52,57,53,51
194,50,53,50,53,51
195,50,55,52,56,58
196,54,52,58,54,58
197,54,50,53,57,52
198,53,51,58,51,57
199,58,53,55,51,50
200,51,52,51,52,51
201,52,50,52,56,53
202,57,57,55,53,57
203,57,52,52,50,54
204,54,50,55,51,55
205,57,51,56,57,50
206,50,55,52,57,54
207,58,52,58,58,55
208,52,55,52,50,54
209,54,54,57,58,58
210,55,57,56,50,50
211,58,50,51,56,54
212,54,56,56,56,53
213,52,52,56,57,50
214,56,56,55,55,54
215,56,52,52,58,55
216,57,53,53,57,50
217,58,52,54,54,50
218,55,55,58,54,56
219,50,52,55,50,51
220,54,50,53,51,57
221,53,53,55,57,51
222,53,58,55,56,57
223,55,53,56,50,52
224,57,55,53,55,51
225,56,52,50,57,52
226,51,55,56,56,56
227,58,50,58,52,58
228,51,50,50,54,51
229,54,52,53,51,55
230,54,56,56,55,54
231,50,52,57,58,50
232,52,56,58,58,55
233,52,56,52,50,51
234,58,58,52,52,52
235,51,53,56,54,53
236,52,50,52,53,53
237,52,51,56,55,57
238,54,51,52,54,58
239,53,54,55,54,50
240,56,52,50,57,58
241,56,51,50,50,53
242,54,56,57,58,58
243,58,55,55,57,58
244,58,57,51,52,57
245,51,58,51,51,53
246,53,58,50,57,56
247,57,57,56,57,53
248,53,51,58,55,57
249,50,57,56,57,50
250,56,53,51,56,54
251,52,50,57,57,57
252,51,58,52,53,53
253,50,50,57,51,51
254,55,58,52,53,54
255,50,51,52,57,53
256,51,58,57,53,55
257,57,58,56,56,54
258,56,50,57,57,56
259,50,57,56,50,53
260,53,57,55,56,58
261,54,53,51,51,50
262,57,54,58,53,50
263,53,51,52,57,55
264,52,56,55,58,57
265,53,54,54,57,58
266,53,57,56,55,51
267,53,52,50,54,52
268,52,52,50,56,51
269,51,55,53,58,55
270,52,53,51,57,58
271,50,56,53,58,51
272,50,57,55,51,54
273,51,56,56,53,53
274,56,54,57,58,55
275,57,54,57,55,51
276,54,55,50,54,50
277,50,55,55,56,51
278,57,56,54,51,51
279,51,58,56,57,57
280,54,50,52,51,55
281,53,53,57,56,54
282,57,51,51,52,50
283,53,55,58,52,57
284,56,55,52,58,55
285,55,55,56,56,57
286,52,55,50,52,52
287,53,56,58,57,58
288,51,57,52,56,58
289,54,56,56,51,51
290,57,57,52,51,54
291,50,51,54,50,54
292,56,57,57,52,50
293,57,50,51,52,54
294,50,53,57,54,54
295,53,57,54,52,55
296,50,58,58,55,54
297,57,53,52,57,51
298,50,52,56,58,54
299,55,52,56,55,52
300,56,55,53,50,57
301,55,58,58,54,55
302,51,54,50,53,52
303,55,58,52,58,51
304,51,58,52,58,54
305,51,54,54,55,55
306,56,55,50,50,57
307,58,56,57,50,57
308,53,54,50,54,55
309,58,58,56,50,53
310,56,50,58,58,50
311,53,58,53,51,58
312,55,51,57,52,54
313,53,51,53,51,52
314,50,50,53,53,57
315,51,54,55,54,53
316,58,53,58,50,52
317,51,51,53,56,58
318,56,55,52,54,52
319,52,53,57,54,53
320,50,58,55,53,52
321,58,53,54,57,57
322,58,57,53,52,53
323,57,56,54,55,51
324,53,53,50,58,55
325,56,57,50,54,54
326,53,56,52,57,56
327,54,57,51,52,53
328,51,50,54,52,56
329,51,55,57,52,55
330,53,51,50,57,57
331,57,54,52,56,58
332,55,57,50,55,56
333,52,57,50,58,54
334,55,55,53,53,54
335,50,58,55,50,57
336,57,53,54,58,52
337,55,53,50,56,55
338,56,53,50,50,52
339,55,58,56,57,52
340,56,53,52,56,54
341,51,57,56,57,52
342,50,54,58,52,57
343,50,54,51,57,57
344,57,54,54,58,54
345,56,51,55,51,50
346,58,52,50,57,53
347,56,54,53,55,52
348,53,52,53,53,50
349,56,57,51,51,51
350,50,51,53,55,58
351,50,55,53,55,55
352,52,51,57,51,53
353,50,50,57,58,54
354,55,51,57,53,51
355,57,51,55,55,52
356,55,50,58,58,53
357,52,50,51,55,51
358,53,56,56,53,55
359,51,54,51,50,52
360,53,58,52,55,58
361,52,57,54,53,50
362,57,53,56,55,53
363,55,52,51,54,58
364,55,58,55,52,58
365,58,56,58,57,54
366,54,55,55,50,54
367,53,51,52,53,58
368,50,54,50,55,50
369,56,55,50,52,52
370,51,56,58,52,52
371,51,54,55,53,56
372,51,55,58,50,56
373,50,51,51,52,53
374,58,58,51,52,56
375,55,58,58,58,55
376,56,55,52,51,51
377,50,53,54,57,58
378,54,53,52,57,54
379,53,52,55,50,50
380,57,58,56,54,55
381,57,52,57,54,58
382,54,53,57,53,51
383,55,51,51,51,57
384,55,57,53,55,52
385,55,55,58,50,50
386,54,55,57,50,52
387,56,58,55,54,58
388,54,57,58,58,58
389,58,54,54,52,56
390,58,54,51,54,53
391,58,55,50,52,50
392,58,57,55,52,56
393,55,51,56,58,51
394,55,52,56,52,53
395,57,50,56,54,55
396,54,52,51,51,57
397,58,55,50,53,58
398,52,57,58,52,55
399,57,54,54,55,52
400,54,53,51,56,54
401,56,51,51,57,57
402,51,55,57,57,51
403,56,52,54,53,57
404,55,53,53,50,57
405,57,58,53,57,55
406,50,58,50,58,51
407,58,50,56,55,52
408,58,55,50,52,58
409,57,51,57,54,56
410,57,57,52,58,54
411,57,55,52,52,52
412,55,57,51,55,58
413,53,58,54,50,57
414,58,54,55,51,51
415,56,57,55,56,53
416,50,50,55,52,51
417,57,58,53,53,51
418,50,53,51,51,55
419,51,56,58,54,50
420,56,55,57,50,52
421,50,58,58,55,54
422,56,52,53,57,56
423,55,58,56,54,58
424,54,57,55,57,56
425,52,51,58,54,51
426,58,50,54,52,57
427,54,58,55,55,58
428,51,50,58,56,57
429,52,53,50,51,54
430,58,54,54,55,54
431,58,57,57,52,55
432,55,55,55,53,53
433,57,56,56,58,52
434,51,58,50,55,58
435,52,51,54,50,55
436,51,56,56,52,55
437,55,58,52,50,53
438,53,58,54,52,53
439,53,52,52,52,51
440,51,53,53,56,58
441,58,51,51,55,53
442,50,58,53,53,56
443,50,57,51,55,50
444,57,57,50,56,53
445,56,57,58,54,54
446,53,54,55,58,55
447,55,58,55,56,56
448,58,57,58,50,53
449,55,51,53,58,58
450,50,52,58,57,58
451,58,55,57,54,58
452,50,57,52,52,52
453,51,51,51,57,56
454,52,55,53,53,51
455,57,55,50,50,55
456,52,58,56,54,55
457,54,51,56,52,55
458,51,53,58,51,52
459,50,54,52,50,52
460,53,53,50,50,54
461,51,51,51,54,58
462,52,52,55,57,55
463,55,51,54,57,54
464,50,57,56,54,51
465,55,57,52,54,55
466,54,55,55,58,54
467,52,51,56,55,52
468,52,51,51,53,55
469,56,52,56,54,53
470,50,56,55,52,56
471,54,55,52,58,56
472,51,53,50,54,58
473,56,54,51,53,58
474,56,55,54,50,51
475,54,53,54,57,53
476,53,52,51,58,51
477,54,58,53,55,57
478,58,53,53,57,58
479,50,54,57,52,56
480,56,50,54,57,55
481,54,51,55,58,58
482,55,54,52,54,50
483,57,58,58,50,58
484,55,55,58,53,53
485,51,55,56,57,50
486,55,56,54,57,56
487,51,55,53,52,53
488,58,57,53,58,51
489,53,52,58,58,56
490,51,57,53,51,56
491,53,58,54,51,54
492,50,53,54,51,56
